date,juliandate,a0620Cal,merr1
140226,2456715.54611,17.938249999999996,0.012
140228,2456717.61397,18.11425,0.017
140302,2456719.58628,17.99375,0.014
140304,2456721.57830,18.118,0.015
140306,2456723.60468,17.97475,0.014
140308,2456725.56255,17.9005,0.025
140310,2456727.56526,18.0505,0.035
140312,2456729.54658,18.15775,0.031
140314,2456731.55050,18.0705,0.034
140316,2456733.52357,18.02225,0.032
140318,2456735.52717,17.9385,0.021
140320,2456737.60002,18.02575,0.024
140322,2456739.54983,18.099249999999998,0.015
140324,2456741.57351,17.854,0.015
140326,2456743.57282,18.05175,0.018
140328,2456745.55893,17.9085,0.015
140330,2456747.53601,17.795749999999998,0.016
140401,2456749.53460,17.850499999999997,0.013
140403,2456751.52694,17.886499999999998,0.037
140411,2456759.52096,17.81325,0.025
140415,2456763.50218,17.81675,0.029
140425,2456773.50625,17.811500000000002,0.019
